kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
雎,96CE,13,FALSE,,,,,,1,,1級,729,https://kanji.jitenon.jp/kanjij/4575.html,https://www.kanjipedia.jp/kanji/0003299900,,"[""ショ""]","[""みさご""]",,"[""osprey""]",「雎鳩（しょきゅう）」は、みさご。ミサゴ科の鳥。水辺に住み、魚を捕食する。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雎""}, {""kategori"": ""外"", ""kata"": ""関雎""}, {""kategori"": ""外"", ""kata"": ""雎鳩""}, {""kategori"": ""外"", ""kata"": ""関関雎鳩""}, {""kategori"": ""外"", ""kata"": ""関雎の化""}, {""kategori"": ""外"", ""kata"": ""関雎之化""}]",2,,,,,"{""element"": ""雎"", ""g"": [{""element"": ""且"", ""g"": [{""element"": ""月""}, {""element"": ""一""}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""一"", ""且"", ""隹"", ""月"", ""亻""]","[""且"", ""隹""]","[""且"", ""隹""]",,1-80-19,U+96CE,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雑,96D1,14,TRUE,742,5,5,N3,2,6,,6級,573,https://kanji.jitenon.jp/kanjib/713.html,https://www.kanjipedia.jp/kanji/0002605500,839,"[""ザツ"", ""ゾウ""]","[""ま（じる）"", ""ま（ぜる）""]",,"[""miscellaneous""]",① まじる。まじわる。いりまじる。② みだれる。純粋でない。整っていない。③ みな。ともに。一緒に。,雜襍,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""小"", ""kata"": ""混雑""}, {""kategori"": ""小"", ""kata"": ""雑誌""}, {""kategori"": ""小"", ""kata"": ""複雑""}, {""kategori"": ""小"", ""kata"": ""雑木林""}, {""kategori"": ""中"", ""kata"": ""雑煮""}, {""kategori"": ""中"", ""kata"": ""大雑把""}, {""kategori"": ""外"", ""kata"": ""雑ぜる""}, {""kategori"": ""外"", ""kata"": ""雑じる""}]",203,"[""純""]",,,"[""雜""]","{""element"": ""雑"", ""g"": [{""g"": [{""element"": ""九"", ""g"": [{""element"": ""乙""}]}, {""element"": ""木"", ""variant"": ""true"", ""phon"": ""集1""}]}, {""element"": ""隹"", ""radical"": ""general"", ""phon"": ""集2"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""木"", ""乙"", ""隹"", ""九"", ""亻""]","[""九"", ""木"", ""隹""]",,,1-27-08,U+96D1,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雒,96D2,14,FALSE,,,,,,,,,,,,,"[""ラク""]","[""みみずく""]",,"[""black horse with white mane""]",,,,,,1,,,,,,,,,,1-93-65,U+96D2,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雕,96D5,16,FALSE,,,,,,1,,1級,1068,https://kanji.jitenon.jp/kanjij/4580.html,https://www.kanjipedia.jp/kanji/0004838500,,"[""チョウ""]","[""え（る）"", ""きざ（む）"", ""ほ（る）"", ""わし""]",,"[""carving""]",① える。きざむ。ほる。ほりきざむ。＝彫② わし。タカ科の鳥。③ しぼむ。なえる。衰える。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雕る（１）""}, {""kategori"": ""外"", ""kata"": ""雕る（２）""}, {""kategori"": ""外"", ""kata"": ""雕む""}, {""kategori"": ""外"", ""kata"": ""雕""}, {""kategori"": ""外"", ""kata"": ""雕文刻鏤""}, {""kategori"": ""外"", ""kata"": ""談天雕竜""}, {""kategori"": ""外"", ""kata"": ""一箭双雕""}, {""kategori"": ""外"", ""kata"": ""朽木は雕る可からず""}, {""kategori"": ""外"", ""kata"": ""朽木は雕るべからず""}]",1,,,,,"{""element"": ""雕"", ""g"": [{""element"": ""周"", ""g"": [{""element"": ""冂"", ""variant"": ""true""}, {""element"": ""吉"", ""variant"": ""true"", ""g"": [{""element"": ""士"", ""variant"": ""true""}, {""element"": ""口""}]}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""冂"", ""周"", ""士"", ""口"", ""隹"", ""吉"", ""亻""]","[""周"", ""隹""]","[""周"", ""隹""]",,1-80-26,U+96D5,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雖,96D6,17,FALSE,,,,,,1,,1級,833,https://kanji.jitenon.jp/kanjij/4581.html,https://www.kanjipedia.jp/kanji/0003767700,,"[""スイ""]","[""いえど（も）""]",,"[""although"", ""however""]",① 「いえども」と読み、「たとえ～だとしても」「～ではあるが」と仮定条件や譲歩の意を表わす。② 「ただ～（のみ）」と読み、限定や強調の意を表わす。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雖も""}, {""kategori"": ""外"", ""kata"": ""千万人と雖も吾往かん""}, {""kategori"": ""外"", ""kata"": ""靴新しと雖も首に加えず""}, {""kategori"": ""外"", ""kata"": ""当たらずと雖も遠からず""}, {""kategori"": ""外"", ""kata"": ""中たらずと雖も遠からず""}, {""kategori"": ""外"", ""kata"": ""父父たらずと雖も子は子たらざるべからず""}]",4,,,,,"{""element"": ""雖"", ""g"": [{""g"": [{""element"": ""口""}, {""element"": ""虫"", ""g"": [{""element"": ""中"", ""g"": [{""element"": ""口""}, {""element"": ""丨""}]}]}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""丨"", ""中"", ""口"", ""隹"", ""虫"", ""亻""]","[""口"", ""虫"", ""隹""]",,,1-74-13,U+96D6,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雘,96D8,18,FALSE,,,,,,,,,,,,,"[""コ"", ""ワク""]","[""しんしゃ""]",,"[""dye made from red soil"", ""ochre""]",,,,,,0,,,,,,,,,,2-91-82,U+96D8,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雙,96D9,18,FALSE,,,,,,準1,,1/準1級,928,https://kanji.jitenon.jp/kanjim/6146.html,https://www.kanjipedia.jp/kanji/0004195600,,"[""ソウ""]","[""ふた"", ""たぐい"", ""なら（ぶ）"", ""ふた（つ）"", ""もろ""]",,"[""comparison"", ""counter for pairs"", ""pair"", ""set""]",① ふた。たぐい。ふたつ。もろ。対。二つで一組のものの両方とも。② ならぶ。ならび。同等の力を持つ。匹敵する。③ 二つで一組のものの組数を数える助数詞。,双,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雙ぶ""}, {""kategori"": ""外"", ""kata"": ""雙つ""}]",2,,,,"[""双""]","{""element"": ""雙"", ""g"": [{""g"": [{""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}, {""element"": ""又"", ""radical"": ""nelson""}]}","[""隹"", ""又"", ""亻""]","[""隹"", ""隹"", ""又""]",,,1-50-54,U+96D9,2,,旧字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雚,96DA,18,FALSE,,,,,,,,,,,,,"[""カン""]","[""こうのとり""]",,"[""heron"", ""small cup""]",,,,,,0,,,,,,,,,,2-91-83,U+96DA,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雛,96DB,18,FALSE,,,9,,1,準1,,準1級,836,https://kanji.jitenon.jp/kanjif/2611.html,https://www.kanjipedia.jp/kanji/0003785800,2241,"[""ス"", ""スウ""]","[""ひな"", ""ひよこ""]",,"[""chick"", ""doll"", ""duckling"", ""squab""]",① ひな。ひよこ。ひな鳥。鳥の子。② 幼いこども。幼児。【日本】ひな。ひな人形。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雛（１）""}, {""kategori"": ""外"", ""kata"": ""雛（２）""}, {""kategori"": ""外"", ""kata"": ""女雛""}, {""kategori"": ""外"", ""kata"": ""臥竜鳳雛""}, {""kategori"": ""外"", ""kata"": ""竜駒鳳雛""}, {""kategori"": ""外"", ""kata"": ""麟子鳳雛""}, {""kategori"": ""外"", ""kata"": ""伏竜鳳雛""}]",34,,,,,"{""element"": ""雛"", ""g"": [{""element"": ""芻"", ""g"": [{""g"": [{""element"": ""勹"", ""g"": [{""element"": ""丿""}]}, {""element"": ""艸"", ""g"": [{""element"": ""屮"", ""g"": [{""element"": ""凵""}, {""element"": ""丿""}]}]}]}, {""g"": [{""element"": ""勹"", ""g"": [{""element"": ""丿""}]}, {""element"": ""艸"", ""g"": [{""element"": ""屮"", ""g"": [{""element"": ""凵""}, {""element"": ""丿""}]}]}]}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""屮"", ""亻"", ""丿"", ""艸"", ""芻"", ""凵"", ""隹"", ""勹""]","[""芻"", ""隹""]","[""芻"", ""隹""]",,1-31-87,U+96DB,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雜,96DC,18,FALSE,,,9,,,準1,,1/準1級,573,https://kanji.jitenon.jp/kanjig/3049.html,https://www.kanjipedia.jp/kanji/0002605500,,"[""ザツ"", ""ゾウ""]","[""ま（じる）"", ""ま（ぜる）""]","[""さい""]","[""blended"", ""mingle"", ""mix"", ""mixed""]",① まじる。まじわる。いりまじる。② みだれる。純粋でない。整っていない。③ みな。ともに。一緒に。,雑襍,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雜じる""}, {""kategori"": ""外"", ""kata"": ""雜ぜる""}]",0,,,,"[""雑""]","{""element"": ""雜"", ""g"": [{""g"": [{""element"": ""亠""}, {""element"": ""从"", ""g"": [{""element"": ""人""}, {""element"": ""人""}]}, {""element"": ""木""}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""人"", ""木"", ""亠"", ""从"", ""隹"", ""亻""]","[""亠"", ""从"", ""木"", ""隹""]",,,1-80-24,U+96DC,2,常用漢字の異体字,旧字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雝,96DD,18,FALSE,,,,,,,,,,,,,"[""ユ"", ""ヨウ""]","[""やわ.らぐ""]",,"[""harmonious"", ""marsh"", ""pool""]",,,,,,0,,,,,,,,,,2-91-84,U+96DD,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雞,96DE,18,FALSE,,,,,,,,,,,,,"[""ケイ""]","[""とり"", ""にわとり""]",,"[""chickens"", ""domestic fowl""]",,,,,,1,,,,"[""鶏"", ""鷄""]",,,,,,1-93-66,U+96DE,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雟,96DF,18,,,,,,,,,,,,,,"[""エ"", ""キ"", ""ケイ"", ""スイ""]","[""つばめ"", ""めぐり""]",,"[""place name"", ""revolve"", ""sparrow""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
離,96E2,19,TRUE,2043,,8,N1,1,4,,4級,1560,https://kanji.jitenon.jp/kanjic/1302.html,https://www.kanjipedia.jp/kanji/0007095000,555,"[""リ"", ""レイ""]","[""はな（す）"", ""はな（れる）"", ""かか（る）"", ""か（る）"", ""つ（く）"", ""なら（ぶ）""]",,"[""detach"", ""digress"", ""disjoin"", ""separation""]",【A】リ① はなす。はなれる。わかれる。② かかる。ひっかかる。③ ならぶ。ならびつらなる。④ 易（エキ）の八卦の一つ。⑤ 易（エキ）の六十四卦の一つ。【B】レイつく。くっつく。＝麗,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""中"", ""kata"": ""離す""}, {""kategori"": ""中"", ""kata"": ""離れる""}, {""kategori"": ""中"", ""kata"": ""分離""}, {""kategori"": ""中"", ""kata"": ""離婚""}, {""kategori"": ""中"", ""kata"": ""距離""}, {""kategori"": ""中"", ""kata"": ""肉離れ""}, {""kategori"": ""外"", ""kata"": ""離ぶ""}, {""kategori"": ""外"", ""kata"": ""離く""}, {""kategori"": ""外"", ""kata"": ""離る（１）""}, {""kategori"": ""外"", ""kata"": ""離る（２）""}, {""kategori"": ""外"", ""kata"": ""離れ離れ""}]",371,"[""合""]",,,,"{""element"": ""離"", ""g"": [{""element"": ""离"", ""phon"": ""离"", ""g"": [{""element"": ""亠""}, {""element"": ""凶"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}, {""element"": ""凵""}]}, {""element"": ""禸"", ""variant"": ""true""}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""乂"", ""凶"", ""离"", ""丿"", ""亠"", ""凵"", ""禸"", ""隹"", ""亻""]","[""离"", ""隹""]","[""离"", ""隹""]",,1-46-05,U+96E2,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
難,96E3,18,TRUE,1576,6,6,N3,2,5,"[""準1""]",5級,1192,https://kanji.jitenon.jp/kanjib/958.html,https://www.kanjipedia.jp/kanji/0005413400,330,"[""ナン"", ""ダ"", ""ダン"", ""ナ""]","[""むずか（しい）"", ""かた（い）"", ""にく（い）"", ""むつか（しい）""]","[""な"", ""なに""]","[""accident"", ""defect"", ""difficult"", ""impossible"", ""trouble""]",【A】ナン・ダンむずかしい。かたい。やりづらい。【B】ナン・ダン① わざわい。うれい。苦しみ。② いくさ。争い。戦乱。 ③ なじる。責める。とがめる。【C】ダ・ナ① 葉が盛んに茂るさま。② おにやらい。疫病神を追い払う行事。＝儺,難,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""小"", ""kata"": ""難しい（１）""}, {""kategori"": ""小"", ""kata"": ""難民""}, {""kategori"": ""小"", ""kata"": ""困難""}, {""kategori"": ""小"", ""kata"": ""気難しい""}, {""kategori"": ""高"", ""kata"": ""難い（１）""}, {""kategori"": ""高"", ""kata"": ""得難い""}, {""kategori"": ""高"", ""kata"": ""人生行路難し""}, {""kategori"": ""外"", ""kata"": ""難い（２）""}, {""kategori"": ""外"", ""kata"": ""難しい（２）""}]",347,"[""易""]",,,"[""難""]","{""element"": ""難"", ""g"": [{""g"": [{""element"": ""艹"", ""variant"": ""true"", ""original"": ""艸""}, {""element"": ""口""}, {""element"": ""夫"", ""g"": [{""element"": ""大""}]}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""艹"", ""大"", ""夫"", ""口"", ""隹"", ""亻""]","[""艹"", ""口"", ""夫"", ""隹""]",,,1-38-81,U+96E3,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雨,96E8,8,TRUE,61,1,1,N5,4,10,,10級,70,https://kanji.jitenon.jp/kanji/003.html,https://www.kanjipedia.jp/kanji/0000315200,950,"[""ウ""]","[""あま"", ""あめ""]",,"[""rain""]",【A】ウあめ。あま。空から落ちてくる水滴。【B】ウ① ふる。あめふる。雨がふる。② ふる。雨のようにふる。,,雨,"{""nomor"": ""173"", ""strokes"": ""8"", ""kategori"": ""Nature"", ""arti_en"": ""rain"", ""cara_baca_jp"": ""あめ"", ""cara_baca_romaji"": ""ame""}","[{""kategori"": ""小"", ""kata"": ""雨""}, {""kategori"": ""小"", ""kata"": ""雨季""}, {""kategori"": ""小"", ""kata"": ""雨天""}, {""kategori"": ""小"", ""kata"": ""雨戸""}, {""kategori"": ""小"", ""kata"": ""雨具""}, {""kategori"": ""小"", ""kata"": ""大雨""}, {""kategori"": ""小"", ""kata"": ""暴風雨""}, {""kategori"": ""中"", ""kata"": ""雨漏り""}]",278,"[""晴""]",,,,"{""element"": ""雨"", ""radical"": ""general""}",,,,,1-17-11,U+96E8,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雩,96E9,11,FALSE,,,,,,,,,,,,,"[""ウ"", ""キョ"", ""ク"", ""コ""]","[""あまごい""]",,"[""offer sacrifice for rain""]",,,,,,0,,,,,"{""element"": ""雩"", ""g"": [{""element"": ""雨"", ""radical"": ""general""}, {""g"": [{""element"": ""一""}, {""element"": ""丂""}]}]}","[""雨"", ""一"", ""丂""]","[""雨"", ""一"", ""丂""]",,,1-93-68,U+96E9,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雪,96EA,11,TRUE,1160,2,2,N3,2,9,,9級,885,https://kanji.jitenon.jp/kanji/173.html,https://www.kanjipedia.jp/kanji/0004001600,1131,"[""セツ""]","[""ゆき"", ""すす（ぐ）"", ""そそ（ぐ）""]","[""せっ"", ""ぶき""]","[""snow""]",① ゆき。空から落ちてくるゆき。② ゆきふる。ゆきが降る。③ すすぐ。そそぐ。清める。,,雨,"{""nomor"": ""173"", ""strokes"": ""8"", ""kategori"": ""Nature"", ""arti_en"": ""rain"", ""cara_baca_jp"": ""あめ"", ""cara_baca_romaji"": ""ame""}","[{""kategori"": ""小"", ""kata"": ""雪""}, {""kategori"": ""小"", ""kata"": ""積雪""}, {""kategori"": ""小"", ""kata"": ""大雪""}, {""kategori"": ""中"", ""kata"": ""雪渓""}, {""kategori"": ""中"", ""kata"": ""雪辱""}, {""kategori"": ""外"", ""kata"": ""雪ぐ（１）""}, {""kategori"": ""外"", ""kata"": ""雪ぐ（２）""}, {""kategori"": ""外"", ""kata"": ""恥を雪ぐ（１）""}, {""kategori"": ""外"", ""kata"": ""恥を雪ぐ（２）""}, {""kategori"": ""外"", ""kata"": ""汚名を雪ぐ""}]",292,,,,,"{""element"": ""雪"", ""g"": [{""element"": ""雨"", ""variant"": ""true"", ""radical"": ""general""}, {""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑""}]}","[""雨"", ""⺕""]","[""雨"", ""⺕""]",,"[""雨"", ""⺕""]",1-32-67,U+96EA,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雫,96EB,11,FALSE,,,9,,,準1,,準1級,974,https://kanji.jitenon.jp/kanjif/2687.html,https://www.kanjipedia.jp/kanji/0004417100,2219,"[""ダ""]","[""しずく""]",,"[""(kokuji)"", ""dripping"", ""drop"", ""trickle""]",【日本】しずく。したたる水。水のしたたり。,,雨,"{""nomor"": ""173"", ""strokes"": ""8"", ""kategori"": ""Nature"", ""arti_en"": ""rain"", ""cara_baca_jp"": ""あめ"", ""cara_baca_romaji"": ""ame""}","[{""kategori"": ""外"", ""kata"": ""雫""}, {""kategori"": ""外"", ""kata"": ""雨雫（１）""}, {""kategori"": ""外"", ""kata"": ""一雫""}, {""kategori"": ""外"", ""kata"": ""雨雫（２）""}, {""kategori"": ""外"", ""kata"": ""末の露本の雫""}, {""kategori"": ""外"", ""kata"": ""末の露、本の雫""}]",4,,,,,"{""element"": ""雫"", ""g"": [{""element"": ""雨"", ""variant"": ""true"", ""radical"": ""general""}, {""element"": ""下"", ""g"": [{""element"": ""一""}, {""element"": ""卜"", ""original"": ""ト""}]}]}","[""雨"", ""一"", ""卜"", ""下""]","[""雨"", ""下""]",,"[""雨"", ""下""]",1-28-22,U+96EB,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
